Restaurant Id,Restaurant Name,Country,City,User Rating Votes,User Aggregate Rating,Cuisines
901665,Double Roti,Kochi,Kochi,344,4.2,"Cafe, American, Burger, Fast Food"
95488,Cafe d' arabia,Kochi,Kochi,541,4.1,"Arabian, Lebanese"
18153238,Hotel Harsh Dhaba,Kochi,Kochi,622,4.1,"North Indian, South Indian, Fast Food"
900300,Real Arabia,Kochi,Kochi,380,4.0,"Arabian, Chinese, North Indian"
901830,Mocha Art Cafe,Kochi,Kochi,602,4.7,"Cafe, Continental, European, Italian, Seafood"
900561,Tonico Cafe,Kochi,Kochi,935,4.3,Cafe
900551,Aavi,Kochi,Kochi,213,3.8,Kerala
18153935,Galito's,Kochi,Kochi,470,4.2,"African, Burger, Desserts, Beverages, Fast Food, Salad"
95333,Chiyang,Kochi,Kochi,622,4.0,"Chinese, Continental"
100242,Shree Agarwal Caterers,Jaipur,Jaipur,1402,4.3,"Bakery, Cafe, Sandwich, Fast Food, Mithai, Mishti, Desserts"
18748726,The Night Jar,Jaipur,Jaipur,851,4.7,"North Indian, Continental, Chinese"
18641794,Shankar Samosa,Jaipur,Jaipur,727,4.3,Street Food
18903417,Chool,Jaipur,Jaipur,383,4.9,"Cafe, North Indian, South Indian, Fast Food"
18625823,Gulabi Nagari,Jaipur,Jaipur,1227,4.3,"North Indian, Chinese"
100756,Agarwal Sweets & Caterers,Jaipur,Jaipur,1216,4.2,"Mithai, North Indian, South Indian, Street Food, Chinese"
102439,Muhammadi Palace,Jaipur,Jaipur,2457,3.9,"North Indian, Mughlai"
100149,Kanha,Jaipur,Jaipur,1475,4.0,"North Indian, Street Food"
102695,Thali and More,Jaipur,Jaipur,1820,4.3,"North Indian, South Indian, Italian, Chinese"
100910,Rawat Mishthan Bhandar,Jaipur,Jaipur,2184,4.1,"Mithai, North Indian, South Indian, Chinese"
18733012,Fat Lulu's,Jaipur,Jaipur,669,4.3,"Continental, Pizza, Burger, American"
100611,M.M. Khan Hotel,Jaipur,Jaipur,1774,4.0,North Indian
18868487,Vegetrainian,Jaipur,Jaipur,366,4.5,"North Indian, Italian, Chinese"
18602340,Stepout Cafe,Jaipur,Jaipur,810,4.3,"Cafe, Italian, Lebanese, Mexican"
101736,Kanha,Jaipur,Jaipur,1266,4.1,"North Indian, Street Food"
100148,Kanha,Jaipur,Jaipur,1449,4.0,"North Indian, Street Food"
101212,Tapri Central,Jaipur,Jaipur,2862,4.9,"Cafe, Fast Food"
101777,Kanha,Jaipur,Jaipur,748,4.1,"North Indian, Street Food"
18467090,Manuhaar,Jaipur,Jaipur,837,4.0,"Mithai, Bakery, Fast Food"
18578663,Masala Ministry,Jaipur,Jaipur,945,4.5,"North Indian, Chinese, Fast Food"
18766005,The Esplendido Cafe,Ahmedabad,Ahmedabad,1001,4.4,"Cafe, American, Italian, Chinese, Beverages"
18882467,Makeba - The Lounge Cafe,Ahmedabad,Ahmedabad,368,4.2,"Cafe, Italian, Mexican, Healthy Food"
110208,Honest,Ahmedabad,Ahmedabad,823,3.9,"North Indian, South Indian, Fast Food, Chinese"
18385186,The Cafe Baraco,Ahmedabad,Ahmedabad,1528,4.3,"Cafe, Italian"
18396250,Huber & Holly,Ahmedabad,Ahmedabad,1413,4.8,"Cafe, Desserts"
18658177,Millhouse,Ahmedabad,Ahmedabad,773,4.2,"Continental, Italian"
18672107,Eleven 11 Restro Cafe,Ahmedabad,Ahmedabad,1079,4.3,"Cafe, Italian, North Indian"
18902811,Legends Of Punjab - By Pepperazi,Ahmedabad,Ahmedabad,218,4.1,"North Indian, Italian, BBQ, Mexican, Thai"
112466,Jay Nilkanth Food,Ahmedabad,Ahmedabad,1346,3.1,"North Indian, Chinese"
18663856,The Red Bistro,Ahmedabad,Ahmedabad,491,4.6,"Mexican, Italian, North Indian"
18766904,The Secret Kitchen,Ahmedabad,Ahmedabad,441,4.1,North Indian
18627705,I Love Sandwich House,Ahmedabad,Ahmedabad,1106,4.2,"Cafe, Sandwich"
18819827,Kadak Bhagat,Ahmedabad,Ahmedabad,444,4.6,"North Indian, Chinese, Fast Food"
18874418,Upri Manzil,Ahmedabad,Ahmedabad,297,4.1,"North Indian, Italian, Continental"
18578691,Bogarosa,Ahmedabad,Ahmedabad,1156,4.1,"Continental, North Indian"
110026,Barbeque Nation,Ahmedabad,Ahmedabad,2236,4.5,"Mughlai, North Indian, BBQ"
18545544,Mocha,Ahmedabad,Ahmedabad,970,4.4,"Cafe, Italian"
113234,Shree Annpurna,Ahmedabad,Ahmedabad,1795,4.1,"North Indian, Chinese"
111826,Yanki Sizzlers,Ahmedabad,Ahmedabad,3437,4.9,"Continental, Italian, Chinese"
18480250,Cafe De Italiano,Ahmedabad,Ahmedabad,770,4.3,Cafe
120687,Subway,Mohali,Mohali,1438,4.3,"Healthy Food, Sandwich, Salad"
18848676,Beach N Brew,Chandigarh,Chandigarh,420,4.5,"North Indian, Continental, Chinese"
121896,Bhena Da Dhaba,Mohali,Mohali,1668,3.9,North Indian
121335,Pirates of Grill,Chandigarh,Chandigarh,2033,4.4,North Indian
121316,Nando's,Chandigarh,Chandigarh,902,4.9,"Portuguese, Wraps, Burger, Salad"
124170,Sector 7 Social,Chandigarh,Chandigarh,2557,4.7,"Continental, American, Asian, North Indian, Momos, Beverages"
18634639,Pradhan Dhaba,Chandigarh,Chandigarh,925,4.0,"North Indian, Chinese, Fast Food"
123013,Amrit Sweets,Mohali,Mohali,1057,4.0,"Mithai, North Indian, South Indian, Street Food"
120767,New Panna Sweets,Chandigarh,Chandigarh,1778,3.9,"Street Food, Chinese, Fast Food, Mithai, North Indian, Burger, Desserts, Pizza"
18694731,DND - Daily Nutritional Diet,Mohali,Mohali,586,4.5,"Healthy Food, Salad"
122418,Burger King,Chandigarh,Chandigarh,1174,4.1,"Burger, Fast Food"
120999,Jalandhar Sweets,Chandigarh,Chandigarh,1319,4.0,"South Indian, North Indian, Chinese, Mithai"
121425,Super Donuts,Chandigarh,Chandigarh,1335,4.4,"Desserts, Burger, Fast Food"
124158,The Hedgehog Café,Chandigarh,Chandigarh,1031,4.5,"Cafe, Italian, American, Continental"
123043,Khalsa Dhaba,Mohali,Mohali,1094,3.9,"North Indian, South Indian, Chinese"
18609823,Falcon Cafe Lounge,Panchkula,Panchkula,1589,4.6,Cafe
122653,Food@U,Chandigarh,Chandigarh,2129,4.2,"North Indian, Chinese, South Indian, Rolls"
120554,Books N Brew,Chandigarh,Chandigarh,1108,3.7,"Cafe, Fast Food, Italian, Chinese"
122875,Tossin Pizza,Chandigarh,Chandigarh,846,4.2,"Pizza, Italian"
123191,CAFÈ JC's,Chandigarh,Chandigarh,1277,4.4,"Continental, Cafe, North Indian, Chinese, American"
130309,Purple Martini,Goa,Goa,1507,4.8,"Continental, Seafood, Italian, Mediterranean, North Indian"
130409,Baba Au Rhum,Goa,Goa,1282,4.6,"Italian, French, Cafe"
16512333,Britto's Bar & Restaurant,Goa,Goa,3900,4.3,"Chinese, Continental, Goan, North Indian, Seafood"
16524239,Bay 15,Goa,Goa,369,4.4,"Thai, Chinese, Indian, Goan, North Indian, Italian, Mediterranean, Seafood"
130535,The Fisherman's Wharf,Goa,Goa,1427,4.7,"Seafood, Goan, North Indian, Continental, Asian"
18685303,The Fisherman's Wharf,Goa,Goa,882,4.6,"Seafood, Goan, North Indian, Continental, Asian"
130427,Artjuna,Goa,Goa,579,4.4,"Healthy Food, Mediterranean, Cafe, Israeli, Lebanese"
18601542,The Lazy Goose,Goa,Goa,783,4.6,"Seafood, Goan, Continental"
130888,The Black Sheep Bistro,Goa,Goa,1850,4.7,"Seafood, Continental, European, German"
18555916,Tio Tilly's Bar & Kitchen,Goa,Goa,560,4.4,"Continental, Finger Food, Burger, Pizza"
16519168,Martin's Corner,Goa,Goa,2226,4.6,"Goan, Seafood, Chinese, North Indian"
16512336,Fat Fish,Goa,Goa,1957,4.2,"North Indian, Continental, Goan"
130230,Curlies,Goa,Goa,2816,3.8,"Continental, North Indian, Italian, Seafood, Goan"
16525595,Cafe Cotinga,Goa,Goa,513,4.4,"Continental, North Indian, Bakery"
18232814,Kokni Kanteen,Goa,Goa,839,4.6,Goan
16541849,The Fisherman's Wharf,Goa,Goa,1197,4.5,"Seafood, Goan, North Indian, Continental, Asian"
130567,Souza Lobo,Goa,Goa,1548,4.3,"Chinese, Continental, Goan, Finger Food, North Indian"
130430,Co Co Mo,Goa,Goa,232,4.4,"North Indian, Chinese, Goan, Russian, Italian"
16519268,La Plage,Goa,Goa,545,4.4,"Seafood, French"
18558647,Navtara Veg Restaurant,Goa,Goa,583,4.5,"South Indian, North Indian, Chinese, Mughlai"
1400382,Shree Gurukripa,Indore,Indore,1750,4.2,North Indian
1400038,Apna Sweets,Indore,Indore,1331,4.2,"Mithai, North Indian, South Indian, Beverages"
18715348,The Monroe,Indore,Indore,647,4.4,"Italian, Chinese, North Indian"
1402185,Shree Gurukripa,Indore,Indore,1270,4.1,North Indian
1400208,Apna Sweets,Indore,Indore,1387,4.1,"Mithai, North Indian, South Indian, Beverages"
1401685,Dutt Guru Kripa,Indore,Indore,1138,4.0,"North Indian, Fast Food"
18675443,Sagar Gaire,Indore,Indore,2857,4.1,"South Indian, North Indian, Fast Food"
1400574,Hotel Rajhans,Indore,Indore,1788,3.8,North Indian
1400056,Nafees Restaurant,Indore,Indore,2819,4.2,"North Indian, Mughlai"
18713037,Tic Tac Toe,Indore,Indore,354,4.5,"North Indian, Chinese, Fast Food"
1401724,Hotel Guru Kripa Avenue,Indore,Indore,1147,4.0,North Indian
18254231,Oye24,Indore,Indore,1370,4.0,"North Indian, Chinese"
1400287,Madhuram Sweets,Indore,Indore,584,4.1,"South Indian, Fast Food, Mithai"
1401774,Banana Leaf,Indore,Indore,751,4.3,"South Indian, North Indian"
18684400,Little Monk,Indore,Indore,381,4.2,"North Indian, Italian, Chinese, Mughlai"
1400310,Vijay Chaat House,Indore,Indore,561,4.5,"Mithai, Street Food"
1400311,Apna Sweets,Indore,Indore,1634,3.9,"Mithai, North Indian, South Indian, Beverages"
18395137,Just My Bakes,Indore,Indore,716,4.1,"Cafe, North Indian"
1402252,Mustang - Hotel Somdeep Palace,Indore,Indore,1109,4.8,"North Indian, Chinese"
18601095,Indore Kitchen - Indore Marriott Hotel,Indore,Indore,534,4.4,"North Indian, Italian, Asian, Fast Food"
18746380,Domino's,Gangtok,Gangtok,53,3.2,"Pizza, Fast Food"
18746904,Baker's Cafe,Gangtok,Gangtok,53,3.4,"Cafe, Bakery"
16500301,The Dragon Wok,Gangtok,Gangtok,36,3.3,Chinese
18746039,Osm Restaurant,Gangtok,Gangtok,65,3.5,"North Indian, Continental, Chinese"
18746176,Taste of Tibet,Gangtok,Gangtok,39,3.4,"Tibetan, Chinese"
18746050,Osm Lounge,Gangtok,Gangtok,16,3.3,Finger Food
16500332,Nimtho,Gangtok,Gangtok,31,3.6,"Tibetan, Nepalese"
18746004,Bonfire ,Gangtok,Gangtok,24,3.4,"Tibetan, North Indian, Fast Food, Chinese"
16500309,Roll House,Gangtok,Gangtok,29,3.3,Fast Food
16500300,The Local Cafe,Gangtok,Gangtok,34,3.5,"Tibetan, Italian"
18746148,Chopstick,Gangtok,Gangtok,22,3.5,Chinese
18746007,Parivar,Gangtok,Gangtok,18,3.2,"South Indian, Chinese, North Indian"
18922563,Domino's Pizza,Gangtok,Gangtok,12,3.2,"Pizza, Fast Food"
18746062,Cafe Live & Loud ,Gangtok,Gangtok,22,3.3,"North Indian, Continental, Chinese"
18746689,Baker's Cafe,Gangtok,Gangtok,15,3.4,"Cafe, Bakery"
16500321,Momo King ,Gangtok,Gangtok,15,3.3,"Nepalese, Chinese"
16500330,Khan Uncle's Biryani House,Gangtok,Gangtok,24,3.4,"Fast Food, Biryani, Chinese"
16500333,Nimtho,Gangtok,Gangtok,14,3.2,"Tibetan, Nepalese"
16500304,Thakali,Gangtok,Gangtok,10,3.2,Nepalese
18983524,Mehfill- Resto Bar,Gangtok,Gangtok,3,0.0,North Indian
18629821,Sula Vineyards,Nashik,Nashik,228,4.7,"Cafe, Pizza, North Indian"
1600099,Kokni Darbar,Nashik,Nashik,938,4.2,"Fast Food, Chinese, Mughlai"
1600067,Al Arabian Express,Nashik,Nashik,689,4.4,Mughlai
1600136,Dairy Don,Nashik,Nashik,342,4.5,Ice Cream
18585945,The Foundry- Industrial Bar & Sport,Nashik,Nashik,212,4.6,"Continental, Italian, American"
18839989,Samarth Juice Center,Nashik,Nashik,306,4.3,"Beverages, Juices"
18943921,Burger Point,Nashik,Nashik,144,4.3,"Burger, Fast Food"
1600500,The Sidewalk,Nashik,Nashik,214,4.9,"Continental, Indian, Chinese"
18608708,Burger King,Nashik,Nashik,418,4.3,"Burger, Fast Food"
1600258,Barbeque Nation,Nashik,Nashik,772,4.8,"North Indian, European, Mediterranean, Asian"
18632170,Panorama,Nashik,Nashik,179,4.6,"North Indian, Chinese"
1600169,Veg Aroma,Nashik,Nashik,289,4.1,North Indian
1600301,Cellar Door @ York,Nashik,Nashik,102,4.4,"North Indian, Maharashtrian, Chinese"
18658877,Rock n' Roll,Nashik,Nashik,349,3.9,"Rolls, Fast Food, Chinese"
1600227,Divtya Budhlya Wada Restaurant,Nashik,Nashik,312,4.4,Maharashtrian
18573795,The FRIENDS Bistro,Nashik,Nashik,223,4.5,Cafe
1600119,Domino's Pizza,Nashik,Nashik,274,3.7,"Pizza, Fast Food"
1600109,Eastern Spice,Nashik,Nashik,216,4.0,North Indian
18962186,Hotel Mughal Darbar,Nashik,Nashik,130,4.2,"Mughlai, North Indian, Chinese"
1600029,Barbeque Ville,Nashik,Nashik,328,4.2,North Indian
18698487,Angaara ,Ooty,Ooty,144,3.6,"Arabian, Chinese, Continental, South Indian"
18698864,A2B- Adyar Ananda Bhavan,Ooty,Ooty,139,3.4,"South Indian, North Indian"
18698898,Domino's Pizza,Ooty,Ooty,75,3.3,"Pizza, Fast Food"
18698690,Nahar Sidewalk Cafe,Ooty,Ooty,50,3.3,"Cafe, Burger, Pizza"
18698726,Hyderabad Biriyani House,Ooty,Ooty,39,3.3,"Andhra, Biryani"
18699624,Shinkows Chinese Restaurant ,Ooty,Ooty,62,3.2,Chinese
18698924,Hyderabad Biryani House,Ooty,Ooty,61,3.2,"Andhra, Biryani"
18698964,Thalassery Restaurant,Ooty,Ooty,42,3.3,South Indian
18698943,Willy's Coffee Pub,Ooty,Ooty,39,3.3,Cafe
18698658,Place To Bee,Ooty,Ooty,55,3.7,Italian
18698644,Cocoapods,Ooty,Ooty,24,3.3,Cafe
18699681,Darjeeling Spicy Momo,Ooty,Ooty,20,3.4,"Chinese, Tibetan, Momos"
18698833,Pankaj Bhojanalaya,Ooty,Ooty,23,3.3,North Indian
18699247,Dining Room,Ooty,Ooty,8,3.4,"Armenian, Chinese, European, Italian, North Indian, South Indian"
18698916,New Ooty Bakery ,Ooty,Ooty,21,3.3,"Mithai, Bakery, Chinese, Fast Food"
18698797,Hotel Junior Kuppanna,Ooty,Ooty,20,3.3,"Chettinad, South Indian"
18698832,Quality Restaurant,Ooty,Ooty,14,3.2,"Chinese, South Indian, North Indian"
18700259,Thendral Restaurant,Ooty,Ooty,7,3.3,South Indian
18698688,Cliff Top,Ooty,Ooty,10,3.3,"North Indian, South Indian, European"
18698999,Ooty Coffee House ,Ooty,Ooty,14,3.3,South Indian
18848790,The Brew Estate,Shimla,Shimla,148,4.0,"North Indian, Continental"
18703923,Cafe Simla Times,Shimla,Shimla,185,4.1,"Cafe, North Indian, Continental, Beverages, Chinese"
18703946,Cafe Sol,Shimla,Shimla,71,3.6,Cafe
18704132,Indian Coffee House,Shimla,Shimla,66,3.7,"Fast Food, Beverages"
18704176,Hide Out Cafe,Shimla,Shimla,71,3.6,Cafe
18704216,45 The Central,Shimla,Shimla,46,3.6,"North Indian, European, Asian"
18704153,Domino's,Shimla,Shimla,119,3.5,Pizza
18704300,Sher-e-Punjab,Shimla,Shimla,54,3.3,North Indian
18703974,Cafe Under Tree,Shimla,Shimla,44,3.6,Cafe
18704318,Sita Ram & Son ,Shimla,Shimla,56,3.5,Street Food
18704259,Honey Hut,Shimla,Shimla,49,3.6,Cafe
18703932,Eighteen 71,Shimla,Shimla,46,3.6,"Continental, North Indian, Chinese, Bakery, Beverages"
18703939,Embassy The Restaurant,Shimla,Shimla,46,3.0,Cafe
18703966,HPTDC Goofa Ashiana Bar and Restaurant,Shimla,Shimla,38,3.5,Continental
18704355,Gupta Ji Bhojnalya,Shimla,Shimla,47,3.3,"North Indian, Street Food"
18703964,Nalini,Shimla,Shimla,22,3.2,"North Indian, Chinese, South Indian"
18704552,Diamond,Shimla,Shimla,30,3.2,"Mithai, Fast Food"
18704352,China Town Restaurant,Shimla,Shimla,16,3.5,Chinese
18704339,Hotel Combermere,Shimla,Shimla,28,3.6,Cafe
18704457,Singh's Tandoor,Shimla,Shimla,48,3.3,"North Indian, Fast Food"
18784840,The Table By Basant,Ludhiana,Ludhiana,884,4.4,"North Indian, Pizza, Fast Food, Burger, Sandwich, Rolls"
15401,Natural Soups & Shakes,Ludhiana,Ludhiana,895,4.5,"Fast Food, Beverages, Street Food"
15221,Basant,Ludhiana,Ludhiana,1315,4.4,"North Indian, Chinese, South Indian, Fast Food"
18400368,Pirates Of Grill,Ludhiana,Ludhiana,982,4.9,"North Indian, Mughlai"
15008,Hot Breads,Ludhiana,Ludhiana,1086,4.4,"Continental, Chinese, Italian, Bakery"
18680874,Natural 2,Ludhiana,Ludhiana,525,4.3,"Chinese, Burger, Sandwich, Rolls, Momos"
15047,Rishi Vegetarian Dhaba NK,Ludhiana,Ludhiana,2158,4.2,North Indian
18444271,Hawai Adda,Ludhiana,Ludhiana,745,4.5,"Chinese, Continental, Indian, North Indian"
15556,New Delhi Chhole Bhature,Ludhiana,Ludhiana,978,4.0,"North Indian, Street Food"
18728655,Uncle Jack's,Ludhiana,Ludhiana,703,4.8,"American, Desserts, Beverages"
15239,Basant Restaurant,Ludhiana,Ludhiana,990,4.1,"North Indian, Chinese, Fast Food"
15101,Bansi Vaishno Dhaba,Ludhiana,Ludhiana,1813,4.0,North Indian
18586834,Burger King,Ludhiana,Ludhiana,1283,4.0,"Burger, Fast Food"
15295,Raja Dhaba,Ludhiana,Ludhiana,1166,4.1,"North Indian, Street Food, Chinese, Burger, Pizza, Biryani, South Indian"
18282260,KFC,Ludhiana,Ludhiana,1170,4.1,"Burger, Fast Food"
15077,Meshi Vaishnu Dhaba,Ludhiana,Ludhiana,900,4.0,North Indian
18729016,K Chawla Ice Cream & Sweets,Ludhiana,Ludhiana,385,4.4,"Mithai, Ice Cream, Chinese, Burger, Sandwich, Pizza, Rolls, Momos"
15488,Shahi Khansama,Ludhiana,Ludhiana,1298,4.2,"North Indian, Chinese, Fast Food, Rolls"
15127,Vipan Vaishno Dhaba,Ludhiana,Ludhiana,636,4.1,North Indian
18583331,Gopal Sweets,Ludhiana,Ludhiana,485,4.3,"Mithai, Fast Food"
2100712,Mocha,Guwahati,Guwahati,1069,4.8,"Cafe, Italian"
2101445,The Steaming Mug ,Guwahati,Guwahati,542,4.2,Cafe
2100702,Barbeque Nation,Guwahati,Guwahati,1795,4.9,"North Indian, Mediterranean"
2100707,KFC,Guwahati,Guwahati,459,4.1,"Burger, Fast Food"
2100719,The Corner Cafe,Guwahati,Guwahati,682,4.1,"Cafe, Continental, Momos"
18633388,Kalita Cafe,Guwahati,Guwahati,294,4.4,"Rolls, Bakery, European"
2100784,11th Avenue Cafe Bistro,Guwahati,Guwahati,1049,4.2,"Cafe, American, Italian, Continental"
2100118,The Dhaba,Guwahati,Guwahati,645,4.1,"North Indian, Biryani"
2100478,Terra Mayaa Restaurant and Lounge,Guwahati,Guwahati,808,4.1,"Continental, Italian, Indian, Asian"
2100821,Raja Mircha,Guwahati,Guwahati,576,4.7,"Assamese, Naga"
2100832,Mast Biryani,Guwahati,Guwahati,880,4.5,"North Indian, Biryani"
18710093,Fat Belly,Guwahati,Guwahati,300,4.3,"Chinese, Thai, Momos"
18801521,Cafe Gram,Guwahati,Guwahati,150,4.0,"Chinese, Biryani"
2100644,KFC,Guwahati,Guwahati,633,3.8,"Burger, Fast Food"
2100495,Grill Republica,Guwahati,Guwahati,503,4.3,"Rolls, Momos, Burger"
2100913,Kalita Spectrum,Guwahati,Guwahati,398,4.7,"Chinese, Biryani, Desserts"
2100904,Mughal Garden,Guwahati,Guwahati,488,4.4,"Mughlai, North Indian"
18702475,Nanz Cafe,Guwahati,Guwahati,247,4.5,"Cafe, Momos"
18381932,The Zouq : Resto-Cafe,Guwahati,Guwahati,594,3.8,"Chinese, Cafe, Italian, North Indian"
18480196,Fat Belly,Guwahati,Guwahati,781,4.6,"Asian, Chinese, Tibetan, Momos"
2200000,Kesar Da Dhabha,Amritsar,Amritsar,2569,4.6,North Indian
2200044,Bharawan Da Dhaba,Amritsar,Amritsar,989,4.3,"North Indian, Fast Food"
2200132,Bade Bhai ka Brothers Dhaba,Amritsar,Amritsar,1005,4.4,North Indian
2200105,R K Food Plaza,Amritsar,Amritsar,504,4.2,"North Indian, Chinese, Fast Food"
2200055,Beera Chicken House,Amritsar,Amritsar,876,4.3,North Indian
2200045,The Kulcha Land,Amritsar,Amritsar,812,4.5,"North Indian, Street Food"
2200011,Makhan Fish and Chicken Corner,Amritsar,Amritsar,867,4.0,"North Indian, Chinese"
2200365,Cafe Connect,Amritsar,Amritsar,395,4.1,Fast Food
2200864,Burger King,Amritsar,Amritsar,568,4.1,Burger
2200386,Kale Da Dhaba,Amritsar,Amritsar,493,4.2,North Indian
2200236,Brothers' Amritsari Dhaba,Amritsar,Amritsar,343,4.3,North Indian
2200245,Novelty Sweets,Amritsar,Amritsar,345,4.2,Mithai
2200358,Bon Gateau,Amritsar,Amritsar,413,4.3,"Cafe, Bakery, Fast Food"
2200314,Domino's Pizza,Amritsar,Amritsar,663,3.8,"Pizza, Fast Food"
2200534,Sip n Breww,Amritsar,Amritsar,399,3.9,Cafe
2200357,Sanjha Chulha,Amritsar,Amritsar,465,4.2,North Indian
2200283,Sakhis Watz Kukin,Amritsar,Amritsar,385,4.4,"Chinese, Continental, North Indian, Italian, Mughlai"
2200153,Kanha Sweets,Amritsar,Amritsar,451,4.7,Fast Food
2200923,Hungry Pizza,Amritsar,Amritsar,294,4.0,"Fast Food, Italian, Pizza"
2200286,Cafe Chokolade,Amritsar,Amritsar,301,4.0,"Salad, Cafe, Healthy Food, Fast Food"
2300179,Talk Of The Town,Kanpur,Kanpur,604,4.4,Chinese
2300175,Mithas,Kanpur,Kanpur,457,4.4,"Mithai, Fast Food, Street Food, South Indian"
2300842,Hot Pizza Ace,Kanpur,Kanpur,472,4.0,"Pizza, Fast Food"
18209832,Zyka Restaurant,Kanpur,Kanpur,596,4.1,"North Indian, Biryani, Desserts, Fast Food, Pizza"
2300299,Domino's Pizza,Kanpur,Kanpur,1000,3.5,"Pizza, Fast Food"
18697142,Facebook Point,Kanpur,Kanpur,383,4.0,"Burger, Chinese, North Indian, Rolls"
2300884,Sagar Ratna,Kanpur,Kanpur,447,4.3,"South Indian, North Indian, Chinese"
18811222,Chauuan Pandit Paties,Kanpur,Kanpur,419,4.5,Fast Food
2300981,Bazooka,Kanpur,Kanpur,874,3.9,"Cafe, North Indian, Chinese"
2300729,Juicebox,Kanpur,Kanpur,338,4.3,"Beverages, Fast Food"
2300984,Foodoo Pizza,Kanpur,Kanpur,399,3.8,"Fast Food, Pizza, Chinese"
2300092,Pandit's,Kanpur,Kanpur,321,4.2,"North Indian, Mithai"
2300492,Baba Food Court,Kanpur,Kanpur,352,4.1,"Mughlai, Hyderabadi"
2301845,Mi Casa,Kanpur,Kanpur,141,4.4,"Continental, Italian, Fast Food, Burger, American, Chinese"
2300502,Silver Spoons,Kanpur,Kanpur,422,4.2,"Bakery, Fast Food, Chinese, Continental, Italian, Momos, Pizza"
2300051,Domino's Pizza,Kanpur,Kanpur,1090,3.9,"Pizza, Fast Food"
2300050,Baba Biryani,Kanpur,Kanpur,422,4.1,"Mughlai, Hyderabadi"
2300549,Mithas,Kanpur,Kanpur,337,4.3,"Mithai, Desserts, Fast Food, Street Food"
2300104,Spicy Foods,Kanpur,Kanpur,440,4.0,"North Indian, Fast Food"
2300035,KFC,Kanpur,Kanpur,611,4.1,"Burger, Fast Food"
2400349,Pizza Hut,Allahabad,Allahabad,565,4.0,"Italian, Pizza"
2400358,Domino's Pizza,Allahabad,Allahabad,520,3.7,"Pizza, Fast Food"
2400193,Mr. Dewsis,Allahabad,Allahabad,485,4.2,"North Indian, Chinese"
2400565,Old School Cafe,Allahabad,Allahabad,360,4.4,"Cafe, North Indian, Continental, Chinese, Indian, Thai, Burger"
2400018,El Chico Restaurant,Allahabad,Allahabad,506,4.3,"Continental, North Indian, Chinese"
2400394,Well Bean Cafe,Allahabad,Allahabad,284,4.4,Cafe
2400269,Hot n Cool,Allahabad,Allahabad,236,4.3,"Desserts, Fast Food, Ice Cream"
2400119,KFC,Allahabad,Allahabad,431,4.2,"Burger, Fast Food"
18799013,Nainital Momos,Allahabad,Allahabad,123,4.1,"Momos, Beverages"
2400009,Sagar Ratna,Allahabad,Allahabad,621,4.4,"South Indian, North Indian, Chinese, Continental"
2400014,McDonald's,Allahabad,Allahabad,526,4.3,"Burger, Fast Food"
2400356,Domino's Pizza,Allahabad,Allahabad,515,3.9,"Pizza, Fast Food"
2400017,Tandoor Restaurant,Allahabad,Allahabad,343,2.8,"North Indian, Chinese"
2400019,Bikanerwala,Allahabad,Allahabad,224,4.2,"North Indian, Street Food, Fast Food"
18889008,EDEN by Connoisseur,Allahabad,Allahabad,95,4.5,"North Indian, Chinese, Continental"
2400403,Pind Balluchi,Allahabad,Allahabad,305,4.3,"North Indian, Mughlai"
2400020,Aryan Family's Delight,Allahabad,Allahabad,298,4.3,"North Indian, South Indian, Fast Food"
2400533,SCORE - The Games Cafe,Allahabad,Allahabad,332,4.5,"Cafe, Desserts, Beverages"
18901221,7th Heaven,Allahabad,Allahabad,78,4.0,"Bakery, Italian, Continental, Desserts"
2400390,Haldiram Bhujiawala,Allahabad,Allahabad,313,4.1,"North Indian, Fast Food, Street Food, South Indian, Chinese"
2500904,Kef Lounge,Aurangabad,Aurangabad,256,4.6,"North Indian, Chinese, Thai"
2500672,SNT Tahari House ,Aurangabad,Aurangabad,379,4.4,Maharashtrian
2500034,Green Leaf,Aurangabad,Aurangabad,798,4.8,"Chinese, North Indian"
2500969,Mustafa's Dum Biryani,Aurangabad,Aurangabad,787,3.7,Biryani
2500346,Yalla Yalla,Aurangabad,Aurangabad,576,4.3,"North Indian, Hyderabadi, Biryani"
2500135,Domino's Pizza,Aurangabad,Aurangabad,511,2.6,"Pizza, Fast Food"
2500211,Saurabh Restaurant,Aurangabad,Aurangabad,356,4.7,"North Indian, Mughlai, Biryani, South Indian, Chinese"
2500123,Great Sagar Restaurant,Aurangabad,Aurangabad,458,4.1,"North Indian, Mughlai, Kebab, Biryani"
2500332,KFC,Aurangabad,Aurangabad,436,4.3,"Burger, Fast Food"
2500030,Bhoj Restaurant,Aurangabad,Aurangabad,527,4.6,North Indian
2500654,Sagar Restaurant ,Aurangabad,Aurangabad,278,4.0,North Indian
2500055,Smile Veg Restaurant,Aurangabad,Aurangabad,387,4.3,"North Indian, South Indian, Fast Food, Chinese"
2500164,Koyla Dum Biryanis & Kebabs,Aurangabad,Aurangabad,487,2.7,Biryani
2500353,Pizza Hut,Aurangabad,Aurangabad,434,4.0,"Pizza, Fast Food"
2500385,Gayatri Mewad,Aurangabad,Aurangabad,329,4.5,Maharashtrian
2500146,Sai Prasad,Aurangabad,Aurangabad,350,4.5,"North Indian, Chinese"
